run_number,parameter_0,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,label
17,70.66762989770946,76.23273852893983,69.51637826599949,61.97063071597021,34.58032978220957,58.67170070462549,58.72669734306983,45.74289524487007,70.53595562557831,65.79984395807074,66.07881742079726,78.99386356562115,76.922018233955,69.97088505488065,80.23062573348751,79.93883523088596,71.57201844000103,71.36845506219983,74.20054703119062,51.71911456912068,0
18,75.76038676927392,79.53312252287883,72.46596615244606,67.98599776443676,69.83402601263697,74.06230759866162,80.35945395054239,66.27151633530579,72.44848382004308,76.43966508408852,100.09952710646827,76.2353331593517,74.97647670694826,78.0461900217863,94.39939964175512,79.83648184747749,95.92424342751656,89.0009685287516,96.47682314940504,78.4064875734027,1
19,80.95275501284493,86.28510563615076,77.09941150201817,68.15242826503311,75.6126302234177,75.50784103430527,76.24802651733924,66.33120637832104,80.46249938503126,78.08642795008028,79.6261604765263,80.61500105927544,80.66067398123195,81.14487340155739,78.22063361523746,83.4769848213527,83.4933348309255,72.57347522072493,84.23667810276761,84.51801849480941,0
20,76.51708143677232,90.30228917213886,73.62847092814974,83.19963014369168,76.72284822330997,71.90383630680485,80.10720429877598,82.17899948689373,78.43398778730133,86.73230449193744,87.21244796619564,71.91953055083351,89.97862903330618,81.3700269717877,87.31048291474106,72.95354244714758,89.71171720148327,81.06917975606231,87.7601523802918,80.80231673939974,0
21,45.66067596478092,72.32710289069519,57.73405334677685,83.13570315901137,60.79335604665308,54.537668771856936,79.4890385407078,66.07889302705274,70.9399337071857,81.62878259834325,61.0411300911483,82.53459832922002,78.19842448851062,58.170003836372395,55.37324963090857,56.74937346104133,48.07452715999465,62.572195226497364,79.189498709293,54.53018700900178,1
22,75.94844710633024,80.90162168604935,80.40954878911481,88.24871088900541,86.63532448072073,79.27169445799535,84.24953166592469,88.784392032444,90.4913621907367,85.79505208560126,88.16409731463942,85.24915222422369,85.24680399119887,79.99917963092426,90.1283358400852,82.46366919922751,81.93012653023041,88.30965153322485,74.6638883132438,79.59566895276542,1
23,77.93743891444021,64.89280720275039,74.52795911580998,72.18428360789584,70.74879378543879,62.663947832753685,80.22831526813569,62.58715496430108,69.01544418054118,76.1985745719408,79.0905927755713,72.71716407933377,71.69784912359593,66.43115330562142,60.43251738877572,60.13603526183797,64.68023962064348,68.8045210857929,70.35795635340918,69.3132489071937,1
24,89.94747954946544,92.99041603242615,92.08944185890316,75.96554874524944,74.78449677506855,70.7480667552188,87.62266000864908,71.83422994712446,82.82168038764749,88.65081021926889,73.27615897670445,91.10200975966076,80.18401781994442,86.95779984101482,91.39113493335743,72.91607649457698,87.77391422431069,93.18580859855288,87.59493280432224,88.99946308066706,0
25,80.64921839419561,77.9133953456451,62.888879419568994,77.30993727067691,84.07674112543634,86.17434899708459,90.5597677541372,71.59297469840284,95.453602186523,92.59752269545088,79.78486862282753,70.27423603257152,76.49397686889245,80.6298225421019,90.44017028050764,73.05833683222384,89.04568539092007,91.215479192464,90.91926144879804,81.3015306548719,1
26,47.43343958833498,48.73154295883385,71.1396880554675,60.57736983114338,47.72311098232884,64.80260652690286,63.54579774854486,69.44103664606325,56.70694188590504,53.44924517597779,49.71951015640949,81.69000284863874,44.90799798147338,69.57892732210415,44.405190670931695,54.265796670750646,46.368134200864105,38.178446565016635,69.12742807608446,70.08195939132159,1
27,84.75966948107967,76.6895587616409,76.81024593588953,78.13497496583977,85.80647046680096,81.88451356768998,76.54983771198332,84.65169554289969,78.52875173829094,87.7218499649674,84.00056093112958,82.05087454741323,81.94089864505524,84.15888295046669,81.0865268130339,76.34579215770451,78.9567445852018,76.24189032035866,79.61989501000015,86.95247586350027,0
28,81.46328457578436,90.12019588064716,83.19503074992599,72.67625798095753,78.90161496769356,81.02045722604481,68.33234625178734,68.15106026088114,82.91644791528847,70.47308464692908,88.24545882312854,90.83658768642609,75.93516836786074,79.24019872337365,92.4727307666019,87.22379599486794,48.888581937578536,90.04876135574992,86.98774337514179,82.88093413393923,1
29,81.97705343511278,80.20367867238113,65.34942775456341,77.25869620926201,82.96804107442063,93.4328644426881,92.49985947916979,86.13653638146829,90.15666098707682,89.64678760733429,97.06898354378256,81.32288215449309,73.01510818668294,83.69591165042866,96.04364859209733,85.45931845499574,100.41623879594698,92.48314636991721,77.86552830145273,80.80952350899919,1
30,78.31112328231669,91.15550104445718,84.52948606390456,70.29463752969414,86.88629547343237,74.90720827763745,86.51707037881306,91.3620928931656,92.68778458103377,87.94671411752691,95.55365431974049,91.54657623625671,101.25997441055773,98.20915060196664,88.29951610702068,54.208340645886615,90.02037409152611,84.81152112752326,91.48892979380591,97.67573707139653,0
31,83.36647077318227,87.5467451461718,85.41628814023944,74.7908200263762,84.15289887275237,80.71189924303529,93.99223938169516,84.40368141690094,92.76735475443472,96.43028530725714,94.83750322516269,80.81214430582648,83.6403622821327,95.66838564429209,85.72610584465647,85.78944081240262,89.94363501267372,86.34617916304884,89.95170880857155,85.8339154844845,1
32,53.35284816507842,65.83717575058185,57.69572372720658,58.393870851832105,62.781602434194745,62.437612201477215,71.36416251421332,66.71700100251901,71.79269669419088,80.23139287627771,68.96462042201739,78.8652344503148,73.77874393158898,66.44956216190414,73.30310301495643,71.23546853958872,67.50134098660129,64.35811848046912,61.22089047387331,68.322110813883,0
33,83.1896068303393,92.27799081026852,89.58272712440909,85.12125592115765,89.97284416045284,88.07940522391256,88.61653257900294,68.56800429739917,73.7202060058781,73.38627719821588,83.16157100556197,90.09396637171827,92.11144061633051,96.79248416647593,87.84441138418076,80.45187484026987,94.767704726877,84.6734674378852,79.90466492393574,74.04701218525963,0
34,62.68650979982192,68.63758557852825,68.70209578252577,70.33850531615876,32.840551783054806,35.11672361676232,59.86033826314245,63.32727466249504,77.61708624825141,75.93029005900763,64.13677752469509,77.83876631414843,73.05538596301389,60.717395287999935,75.91229211486727,64.36881491708222,75.11834265936976,71.50190558267401,76.55705074375858,56.635218325665704,0
35,88.0929465984082,86.62819351208746,84.63804680499914,88.41904803313109,77.22787225393424,84.18812335150933,88.69852324003142,74.73807334437309,79.46023157194546,88.32573656736511,95.09667599496969,89.09796401827637,76.9367066536452,66.56357596095197,91.33768237001364,88.5715068664933,90.28295850792203,88.9213192767427,90.40845999361495,75.32622778859663,0
36,75.48619254006941,84.72595501552145,76.57607118233804,67.40027186005575,67.57925453992522,73.8119162502731,75.3263374989957,88.74446448819367,69.90883526053433,87.64397488392538,86.48423836444019,89.48111543755442,85.16770959777865,85.71028642807079,71.35190179671373,56.39285965763129,71.11382636254336,82.7334141801377,96.36486045387785,79.76105078278863,0
37,90.94165401664756,78.92045226843166,81.35381121590807,74.475251350844,73.12287045130996,83.06089708086202,77.39495392901041,87.84680044513273,81.49488623979934,77.23933913533413,84.5016333822082,83.58002085862569,71.97270874027275,76.95929361813148,83.34865379919107,83.90895493385362,91.13166992039993,83.99778844947942,80.17310432925001,71.2439237784108,0
38,66.00862976628751,89.53019529514023,74.2387859879895,70.89472574472349,71.42151098126075,87.07017762293745,78.55375024537557,57.103988253099004,77.19963697441786,57.12826789597559,94.54015024250806,84.37455263868152,92.85571222374176,88.19841383190091,87.84289342430262,89.18171789548904,88.61012975489895,81.2170627507706,86.27075566501043,89.08628888631421,1
39,79.96756413320514,92.52329147458565,84.71567856195237,93.8461498768808,88.8051265951673,80.71172191966625,93.23024378127796,85.84282249715291,94.11423097072245,86.50862497266243,88.40430065481777,94.39683596341844,87.48225368828146,83.96532552933026,88.20762689673592,85.36370576739174,99.21391253750893,79.96248279287772,18.59330752153817,87.21242513476112,0
40,92.27358538944522,100.4495371780142,97.8904659262828,79.73758345829162,73.09656001656931,71.43128884780886,91.2071218927093,74.51193728015376,86.79567557221105,87.66319682001722,74.21386225824678,88.88515507052837,86.49766538940428,83.21018444254885,92.36889604275272,77.79837811355229,92.12976668228436,84.37531203661321,81.51173434438162,88.39995309208992,0
41,71.50659499559858,68.94436088154337,68.4931406514614,64.66077540241878,56.97085779815362,50.974533950588395,83.69039422261278,72.98915450321302,73.48758503268616,68.00030923765712,73.84186058126505,71.86208545472724,55.175934641685025,81.28780830759572,74.29657556481973,58.68733386413325,81.79216483365809,67.61037048131392,76.4247713584955,75.63806263246632,0
42,68.18839928158062,64.53567464760211,78.83183738894334,85.23580897274127,83.7468440401741,81.50193133711038,77.40826623279453,76.75949602433072,77.60570386849759,76.62431064475214,74.60176399290101,72.02370382955233,75.84465474706596,70.63405942698813,81.40633851741946,72.30219416899516,90.66134154279558,81.67158217876387,66.64862578006178,78.77303760226201,0
43,76.9129454047671,80.24759267592184,77.95867165072454,91.2963738483407,85.70450276222601,72.17398681414112,81.44921584463796,76.78289749518761,80.66950274464125,80.44497468702849,85.04204189802721,82.28111519805691,77.43688390026979,72.36011836999846,93.88449824056832,74.92049653740932,94.5379459156369,90.65456169237413,86.49107357884611,82.34077717203576,0
44,87.75854345693863,93.78885879283017,89.30090146494287,85.07024036432497,92.31299368193581,86.87352126271247,87.9439286945548,94.58578177335235,87.84326937039326,74.32210306799526,88.79976800154378,91.09852117588188,93.24058949059574,88.65894127953507,86.43682713540467,94.89490922878728,84.25381209816423,90.50219899794844,82.48518954926264,95.10860357284714,1
45,61.61703239702285,68.78763258578485,59.24160390158894,49.4938432614915,44.922488003793966,41.43454670229704,60.40629087856685,32.897968582637404,69.65944399763931,59.76882440934183,49.642798194466884,55.64115636844697,48.606937723956975,50.8887881349104,87.16518786823882,59.08782530633218,88.50997432670637,86.94761880233351,78.79369822177676,53.86733205108421,1
46,68.24595547426733,73.04900811089435,72.73989893609541,76.56671646491706,83.85015640903966,61.77401625367258,73.45056812081965,74.07463431932536,79.12831061871326,79.23907860181465,76.13544960960728,71.51806122481922,70.89370349281546,66.21857478098434,67.20889814245712,68.13847979074825,54.240526525005436,82.42046221675041,73.31083167975645,70.18082870653234,0
47,86.42308864296871,82.86904096753852,88.62925270696238,81.64973332442429,75.64118591538903,79.06927436130923,81.08339860702287,73.52160433928692,94.50016575983452,83.96968908734341,73.70405122189034,85.09609092798303,79.3290311946095,54.5400811569525,80.74359607504636,83.00354581176177,67.1021449860138,70.37828253026937,94.7797716836018,89.48825608380128,0
48,66.40178375317639,68.29426386498966,69.13433718721946,82.34267552630514,82.7824374105954,83.26622973599063,71.15217216303547,65.96210119923661,86.38440397740126,83.20396038439627,81.68815468710355,79.20267070652757,83.1491392428535,73.24179564909272,82.66814652759345,66.37247665016037,82.73178280593848,90.39739576364164,81.4827901310703,69.23298677705658,0
49,80.62210785485567,78.30411771324947,82.95845635563988,93.30272903235232,90.10478903693978,85.29471914311225,68.10743575203992,89.47367274421076,87.1555410125818,86.18655057449391,91.1402578985148,91.47372333468124,94.70151982680757,87.06739416290723,91.24489900292242,92.68518156228797,88.26264509930202,77.15720305741108,95.28977126739694,92.9508730707932,0
50,81.08430196901081,86.02023512505144,60.477069166356614,70.61507422251486,70.70758588873858,65.75389087819217,79.95569640289662,83.77203639951266,71.47628326941691,57.25170925407895,81.18942195514641,81.94308192821906,85.41129108588812,86.78493811935293,82.4076495435902,84.4541108599287,72.00757762140282,59.53709890926928,82.13407218212402,81.03288803571503,0
51,81.25747749463022,71.67935847933354,74.47870519994859,81.91788539615345,83.74661932710487,79.26804747018336,79.91346932747692,81.65252681763911,90.90615741197668,77.50526624475488,86.43582832464888,82.1714667492292,83.06306716069498,79.20392709333737,88.53457083729435,90.65862625837785,84.88642977670455,82.28282844464151,74.32043770819874,86.9081917914391,0
52,81.2528211101178,80.40818141190717,81.63223008471738,84.08185691664175,85.6993352771231,82.01591311299809,81.1253181986289,92.74424686072172,77.99536591789925,72.83248045282845,85.66314929895518,85.19932858182219,90.95175122210009,85.99301991972389,98.89735123725859,87.65255263010151,93.15602367723544,90.98245525651372,97.42140699635056,93.67318413082516,0
53,63.67154214157887,64.58879527290361,45.22019751257458,72.37646785722463,70.915549481131,73.32295777305717,64.44957756252781,59.50490238350349,66.36843794317255,65.08683723660756,59.427163675147675,59.995855169061365,77.61605268168894,65.3994731172979,65.28445356073621,60.4825965069195,58.82480468935563,60.203923297818925,49.99936661966979,53.060268544583465,1
54,67.92274946364485,71.20571622089614,62.717005059493,73.11001870549899,78.79360461106624,57.554381189297246,67.3642569557549,74.083790784673,72.62215533442539,65.1610609313317,71.531351823248,69.68132163665162,66.09128433686415,71.88137683800441,81.32810124271842,67.75182159716097,71.26177839134817,88.51463507912477,72.84181426755174,76.11304803713314,0
55,62.55971125952903,66.20996117949599,64.18190752228853,69.4310048304278,56.116982753860924,71.2768405286548,68.15650395486547,62.96047621456195,71.82851228975856,62.956807193995246,59.40445471337699,71.44866000464681,70.19207509217642,64.03348541105461,64.62012342098579,57.38412623881508,69.48815294825039,80.46676482497408,68.06722316763414,67.79267221609666,0
56,83.82610699948756,77.7107326972863,78.31393600663392,87.23830699728491,77.52338342174761,82.48055638077456,93.54177589927393,77.50848614307944,87.74575697963455,90.53163314559832,90.88764307121929,92.72811859521327,86.22220454491432,83.10477099505047,67.05778696340568,60.95293140435822,68.76745088289411,75.6131487633248,94.83340769999658,92.14789793283764,0
57,88.87217486182463,80.32393612942617,82.54749980890422,95.2946878526255,79.88478939119445,89.47363011938162,75.07369907113295,88.47453936251075,91.54534946965828,69.98739560526357,80.97272728118868,87.22670672883517,86.77751931720707,90.61803044775979,84.13045151793393,79.68412848075668,87.05518824515019,94.95888359498451,89.4379455096644,95.78858010234906,1
58,87.6942993418493,92.93059900885584,89.34062191640183,89.96820910443917,88.76105200021055,87.90638020153948,77.37662714554939,84.41810658577494,90.56706888805564,89.28260263780905,83.95508424706517,97.72558265919764,87.04921052025038,82.8635452808595,92.90908476443505,91.7653091586898,91.5128366791649,91.70184303206754,77.01724241234771,83.74265936212365,0
59,64.18172396987467,57.50459772980808,71.62022925226249,57.10761640494627,72.49866880698218,76.63271769959591,51.29390803188137,59.00184373626899,71.13767834171259,62.36781015172656,75.69499485713091,80.7039841363183,74.29942107166518,66.75824239178209,70.06661277662293,74.2835916589013,65.52574727712897,62.44161201385082,67.60350127822352,79.15938678745391,0
60,80.27647821888674,73.83928489021388,69.37773863307883,83.76758133173716,87.89550683281523,96.58560010174286,79.19803747885105,86.31839097579777,80.40607263089059,97.63255874110119,87.7379551929241,84.65112735499349,82.85232694043857,78.99177248691916,71.73517306713279,75.71819459049553,68.29843639862352,59.16642371603967,86.84181800690762,74.72320791378806,0
61,83.74446890029466,68.98291714604437,81.5314564778312,87.8855715032632,89.15718550809345,84.68730258425583,94.335634363512,94.49044525269079,87.72345537397925,75.58744074520753,87.12834754481645,85.86218845387012,83.08519239964608,85.70998644675569,85.61939072150604,83.98680503591372,86.32679965067669,70.71883195565334,84.41823539911441,82.33986367955274,0
62,73.89071900924024,87.38672023168846,75.45537235837487,77.23755996391408,79.3449603204776,78.275339873077,81.96490170105496,82.37925135548247,88.25295512128322,81.45522943475325,87.66976763711487,90.92979406768332,93.31014669540156,81.46598898037371,76.82501660910458,94.39145896391932,73.13894457977752,79.91946416743953,90.93988667078072,90.9982194171348,1
63,63.15567595528947,89.94547454093443,63.97840909312932,69.15457809391916,70.3264560159286,66.65772395200497,63.51527802006773,68.87973878481938,67.38622674374514,59.30524128925367,73.00086885349903,79.58646150372847,72.841653092184,82.50524281544561,80.35731381970685,78.19207272316375,88.97532279688255,77.48804580605001,91.78039120680596,92.85345060892534,1
64,61.7940222626499,39.701407521311296,52.27121304425106,96.31049385558262,82.80804665636445,95.58456402970829,86.55599282397164,76.83094604130872,83.17043102896616,91.55263063365679,87.76614055484518,90.50542289829727,82.71037352428046,71.9961586273068,93.484836126135,92.860421062917,17.329481967431846,88.52650643861188,82.23496478704597,79.31553710309656,0
65,65.96924322186264,75.4940463942087,66.49968457885976,68.05152655815488,87.1103470990817,83.7191662254743,76.50579207838436,82.21032057736889,79.98822732965581,77.16703085419667,59.940718645485255,62.60077045621309,57.8348402087153,70.63066049562902,77.44477827490306,75.46458042995019,77.70356315183716,80.31803382208533,84.01379010820372,61.809416686939876,1
66,86.49975002294909,88.31901068906679,84.45214999937733,97.90282158694968,93.27074121271693,90.51893852469601,97.6973522659441,88.17955945092966,90.5314078999927,86.14328257262099,99.24976475251849,88.41281651697122,89.03959256913889,92.65991236671414,91.56569991790218,92.47467716223532,96.23778218014833,103.14476605124578,84.26199008543891,89.63818657342449,1
67,69.30348736653187,74.80648993506848,81.03052996851936,86.1092370564431,94.47123980218922,100.92335924148395,87.83005513413673,92.21726077843016,86.60119859123779,95.95196407463828,91.09947851411043,93.81608835958154,64.39002818098467,70.74840011456558,62.708229024553525,73.92491467049497,88.54168893182846,81.29060244776741,83.53799547127504,79.80955777994808,0
68,62.07657327318615,62.52247726354813,60.60255825986154,62.49792334327853,57.217747368013384,63.11508223488239,84.08761142284058,62.51039767126647,85.22465606743532,85.96284678549381,82.92245329176347,65.977701022838,57.996509700752824,58.60049075793011,73.26935208733643,62.411161533308565,78.14796074173692,57.5300599670351,45.16394588113658,56.740214487193505,0
69,50.49500922701939,74.66478729629509,51.63892936452507,77.42247293000702,69.15425397313153,75.17094141445655,76.26406886366274,80.14573757495994,80.06437312273617,81.95299081855975,81.38451144275258,67.41407204765282,75.17460919119424,75.97963970123818,68.61029719475567,60.203411534610225,78.24030645447907,52.922105211369846,67.70186325014235,83.82955674701363,0
70,91.14416140364496,90.68693623875387,87.90163740589327,86.8383733468117,93.38200737186241,79.68654065725799,65.86445078102767,89.10432857900358,69.1838376685248,57.29520829784831,79.71218231223052,85.368532154038,81.86341179223709,88.75140044266648,72.15664716756645,96.63587250101308,80.67032859097607,75.67538207384419,78.71928830255278,90.04850479298813,1
71,72.41060391565424,73.86943500157419,60.90608864322381,75.68296204506315,74.28274676739977,69.83521988776074,81.59491001196838,76.77028291246796,80.78393124196062,80.3527925151908,78.1815083714242,77.42143551499704,81.1578261666587,80.99244257555605,67.5259934919402,71.5700732725253,70.38956421630473,64.7639055348719,70.01500478500269,78.68464932034748,0
72,68.40779961681254,75.24204953735064,75.51259441116795,73.92792765289549,79.82388347765921,75.45372694511003,71.89263830282098,81.58595646954262,73.00521412600682,61.168923037588996,68.90673334272745,84.31418986743465,72.16213527679469,77.84097551631285,69.4949485978141,71.95441286582225,72.11686584217216,71.48265233248735,83.61121807694987,73.32140249989493,0
73,67.28443146063765,68.20731762313358,69.64746544348982,67.61455474618215,75.2104467804258,57.72642177133087,66.43468103996821,79.0304149080189,81.94999586102364,63.50062402702308,75.33583204702114,77.92265407320711,75.32466403461285,72.75018277560198,44.520960697041254,55.16980519821272,47.99523387534737,44.67525236839631,70.52412594892924,62.927091050143254,1
74,90.6752963371949,92.76928718119156,86.66786032976559,92.33671480294028,87.14218876069573,92.24170920712722,90.03164267884661,95.66426243566816,90.64601473408264,85.71422601874728,96.57309720593862,93.95407280537628,98.23954250704477,84.01355551016286,95.53147867817492,88.35845592081863,93.30166081016331,92.87484100020208,94.89047517596492,90.51281533623884,0
75,55.84167688809665,74.82449013612808,77.08791966964912,65.90024203966162,73.0002233489439,78.02907092341547,58.163737808348934,73.95583639927041,55.31425257048212,59.140441287865855,61.06253646405345,61.718913764924345,50.76431169333226,58.774580203327325,62.314049227917224,68.61951793763177,53.15580355895754,45.74415340714258,59.85247039120322,76.79682845522052,0
76,59.381946326335274,70.00509066418381,77.56516908960636,92.89494858264335,81.08005842934159,81.0079327180383,87.53910208441734,87.15657598843481,88.29813194221693,87.8562499763519,96.70102516487572,97.84860567229677,90.37771645541036,76.08202067094385,91.87284436770656,70.3137414057874,93.74916584549068,87.21591192723271,87.25759517789155,87.55102480509727,0
77,72.41100067692838,75.94499665569813,78.36960013265285,70.56563953423712,69.97346234512725,78.07451558583585,75.08051227781341,85.09246401457807,70.83350832142791,81.28258388581942,90.60922542299716,86.8560575320656,90.5760415095145,82.99647384199366,78.66769269114654,51.674416081953716,70.7516652881465,79.37891995019744,78.79875642470857,80.25785565585177,0
78,82.95479233545822,86.7265216048297,80.19106023489535,58.74698630803341,53.79633327412221,50.59958375507894,79.3360309361457,91.52483741372518,81.51475982180818,87.87595409692908,91.0778009522439,84.47080470570916,91.40451866343302,89.9375110829454,88.81958011222038,87.02984036933647,86.99494261585747,74.67006591884106,81.37392996850126,88.43352405334412,0
79,55.809542869314605,56.82259360905696,57.9369375143013,51.44983104757792,49.85157625648444,41.534146024195216,37.90839725757148,41.53327572443824,63.52802065347714,43.823486558776644,57.187145331059405,59.187876689970246,54.214365535184605,33.247408495272154,43.37805853835845,55.550256768669605,53.45289069351754,53.22958052996354,45.25623105428837,49.08851330042153,0
80,64.56291872417617,76.0591809010763,68.87867130038754,60.51322100079055,59.995326536901864,69.64239996820406,47.199518284160106,74.62646955965694,60.572530192958176,77.9443126588737,80.73046250144175,73.14322782921631,74.70709260559653,70.96519421251745,88.65851705032627,76.56886263115265,74.52794051615673,77.77302494557237,83.93687451063832,67.04001990684566,0
81,37.88692552754527,71.2341915733184,53.923832728740855,78.17205143559055,70.02041345860556,72.30507104395926,75.4961782622694,77.17457836160851,82.0629604212468,73.697993584514,67.02300366188389,86.14923607226608,85.45460749185554,82.31425273961696,68.04896157818106,77.8434581139179,52.755651041059,46.309249727254794,65.89914405587832,57.10737324411482,1
82,68.85846931509789,85.25971222467827,84.75454334675187,66.63910397307076,80.3849805519606,63.45694534323762,88.05267920957306,82.92120723888884,87.90466783553205,82.79042565579388,87.77108724452063,81.38663424838784,85.4274255315863,85.30223852464253,67.79540088444061,77.33259369938041,81.4239616089293,70.25980143424701,81.29285662647986,85.281856137122,0
83,80.23841978346616,91.53459059478273,77.01073436448252,80.17187066535634,79.598665327492,87.87539151016804,85.73723274477493,80.95415877736356,85.96095440587045,75.11341093254579,87.66452803687794,93.46487615326521,91.83015598956304,84.80366291235833,88.96984115348336,87.51194485067593,96.75188914081232,99.27767336325023,84.4600725869848,85.20015211580859,1
